regime,a_error_sd,b_error_sd,participant,t,learn_auc,transfer_auc
rich_50,8,0,sim_study2_near_sub73,811,338.0815272415339,20.8955214237251
rich_50,8,0,sim_study2_near_sub65,775,410.00405531742786,18.409664067300035
rich_50,8,0,sim_study2_near_sub71,831,373.34786106165654,20.14014595424136
rich_50,8,0,sim_study2_near_sub59,814,407.32080384925234,17.952897512819618
rich_50,8,0,sim_study2_near_sub58,815,310.10765133449917,21.67088727358108
rich_50,8,0,sim_study2_near_sub70,827,437.5528473519547,17.69715978594807
rich_50,8,0,sim_study2_near_sub64,768,322.2484759968061,19.82508385926485
rich_50,8,8,sim_study2_near_sub41,865,354.50491645740624,21.898111878071603
rich_50,8,8,sim_study1_near_sub23,802,300.31072892935947,22.607363254576924
rich_50,8,8,sim_study1_near_sub37,888,357.771115128472,19.916062092703456
rich_50,8,8,sim_study1_near_sub36,866,393.68253249772556,19.67829540092498
rich_50,8,8,sim_study2_near_sub68,783,435.48107697371177,17.99293396131446
rich_50,8,8,sim_study2_near_sub42,881,379.3869619518541,21.694109206181015
rich_50,8,8,sim_study1_near_sub34,827,348.2801983342399,20.93123048461663
rich_50,8,8,sim_study1_near_sub21,884,364.6275167523029,20.51441184027741
rich_50,8,8,sim_study1_near_sub35,762,367.9517261772313,20.71247103729596
rich_50,8,8,sim_study2_near_sub43,807,428.109406774283,19.310270989872517
rich_50,8,8,sim_study2_near_sub57,829,408.4407326635005,19.29591318493088
rich_50,8,8,sim_study2_near_sub53,790,418.65608839942735,18.725496645333862
rich_50,8,8,sim_study2_near_sub47,857,372.65378417215175,22.082622687875602
rich_50,8,8,sim_study1_near_sub31,810,374.1076746331148,19.832280821353194
rich_50,8,8,sim_study1_near_sub18,847,392.89551336100897,19.462245342787355
rich_50,8,8,sim_study1_near_sub24,807,314.0829076149186,22.221743025102967
rich_50,8,8,sim_study1_near_sub30,851,387.1259396647194,20.306691809402157
rich_50,8,8,sim_study2_near_sub46,814,384.6863929320244,20.340561953031767
rich_50,8,8,sim_study2_near_sub52,829,459.1415260451663,17.13610287973036
rich_50,8,8,sim_study2_near_sub44,775,359.1852195730614,21.04667255940536
rich_50,8,8,sim_study1_near_sub26,823,315.72812664451305,22.471749659162015
rich_50,8,8,sim_study1_near_sub32,933,420.0812740020492,19.782799485481032
rich_50,8,8,sim_study1_near_sub33,845,352.12495787372484,21.37354420023039
rich_50,8,8,sim_study2_near_sub51,841,389.6769329061924,20.052989527986696
rich_50,8,8,sim_study2_near_sub45,768,283.5530580402034,24.74995641012986
rich_50,8,8,sim_study2_near_sub36,790,327.00299869672904,22.26412022551522
rich_50,8,8,sim_study1_near_sub40,790,292.41116137713664,21.961306684588394
rich_50,8,8,sim_study1_near_sub54,802,364.0847656630157,21.486208328550372
rich_50,8,8,sim_study1_near_sub41,854,377.34122868478187,21.201190681584798
rich_50,8,8,sim_study1_near_sub69,808,400.24923884396486,19.112283365800977
rich_50,8,8,sim_study2_near_sub37,804,394.33415255615404,19.82571563626019
rich_50,8,8,sim_study2_near_sub21,815,367.1564766105818,20.780662585857012
rich_50,8,8,sim_study1_near_sub57,834,354.2407875904322,20.828248362817494
rich_50,8,8,sim_study1_near_sub43,834,346.9115166794882,21.002245336771015
rich_50,8,8,sim_study1_near_sub8,844,483.6855504100736,17.292364726898573
rich_50,8,8,sim_study1_near_sub9,770,351.819977861943,21.26345386073614
rich_50,8,8,sim_study1_near_sub56,749,361.13711654468466,20.703368938248605
rich_50,8,8,sim_study2_near_sub20,780,357.63336213333565,22.166919457570962
rich_50,8,8,sim_study2_near_sub30,737,322.8156465271673,21.29370584284576
rich_50,8,8,sim_study1_near_sub52,831,407.0676796757598,19.744353685489234
rich_50,8,8,sim_study2_near_sub8,759,386.7665574691306,19.685972063057125
rich_50,8,8,sim_study2_near_sub9,817,361.77098287885485,19.195702436752615
rich_50,8,8,sim_study1_near_sub47,859,295.07568202812416,22.72062090689627
rich_50,8,8,sim_study1_near_sub53,774,400.3816029808475,20.171359596898156
rich_50,8,8,sim_study2_near_sub19,797,367.3164736047934,20.247099326861395
rich_50,8,8,sim_study2_near_sub31,798,329.1080835221094,23.32038995173449
rich_50,8,8,sim_study2_near_sub27,817,356.8401445566419,21.036424334300683
rich_50,8,8,sim_study2_near_sub33,867,472.9057254773561,18.390251248842105
rich_50,8,8,sim_study1_near_sub45,869,361.6168292173546,22.01424720621047
rich_50,8,8,sim_study1_near_sub50,782,329.2679220697645,22.1572481990171
rich_50,8,8,sim_study2_near_sub32,804,336.444246616109,21.681993920356035
rich_50,8,8,sim_study2_near_sub26,851,394.3078875142122,19.87948237263287
rich_50,8,8,sim_study2_near_sub17,819,332.2375411373465,21.86223775219793
rich_50,8,8,sim_study1_near_sub49,850,407.3601733859762,19.820715260257323
rich_50,8,8,sim_study1_near_sub2,772,265.52951415671043,23.757593196599434
rich_50,8,8,sim_study2_near_sub7,758,366.82123143709134,20.19888475608702
rich_50,8,8,sim_study2_near_sub6,773,286.90897234384136,24.23265899973921
rich_50,8,8,sim_study1_near_sub74,831,336.3453554893971,22.522823998689027
rich_50,8,8,sim_study2_near_sub16,808,359.74531707543207,20.712543946194153
rich_50,8,8,sim_study2_near_sub28,755,266.3271230715422,25.03097676731025
rich_50,8,8,sim_study2_near_sub14,851,348.40084410842337,20.990878965243855
rich_50,8,8,sim_study1_near_sub1,860,329.1655456752908,22.782180463646846
rich_50,8,8,sim_study2_near_sub4,884,332.6467916245376,23.61898385829603
rich_50,8,8,sim_study1_near_sub63,822,397.50048011880807,21.95472414777614
rich_50,8,8,sim_study2_near_sub15,809,348.0260389448881,21.180828803094727
rich_50,8,8,sim_study2_near_sub11,796,341.83639605295804,21.14110753859083
rich_50,8,8,sim_study2_near_sub39,759,331.7487667025229,21.966957055684176
rich_50,8,8,sim_study1_near_sub67,817,447.7546694875196,17.59730902512868
rich_50,8,8,sim_study1_near_sub4,845,328.7734669709389,22.16851497570363
rich_50,8,8,sim_study2_near_sub1,789,375.56675873319574,20.182250759688518
rich_50,8,8,sim_study1_near_sub5,829,350.9797740837515,22.12583977878094
rich_50,8,8,sim_study1_near_sub66,797,281.25952363839406,22.7745302916194
rich_50,8,8,sim_study1_near_sub72,841,342.86695922528804,19.782327412720768
rich_50,8,8,sim_study2_near_sub38,778,406.69765888573875,18.729780195172253
rich_50,8,8,sim_study2_near_sub12,824,430.85515666817366,19.006582267334064
rich_50,8,8,sim_study1_near_sub70,832,378.0942285526961,20.218527843958384
rich_50,8,8,sim_study1_near_sub58,797,289.40291934716754,23.53375783669762
rich_50,8,8,sim_study1_near_sub7,836,346.0124393901041,20.60826654179643
rich_50,8,8,sim_study2_near_sub2,764,325.65689863861894,22.11344939786941
rich_50,8,8,sim_study1_near_sub6,840,366.29663706475066,21.358612149907273
rich_50,8,8,sim_study1_near_sub59,828,436.7534034864636,18.916864482406528
rich_50,8,8,sim_study1_near_sub71,815,416.7381217248403,19.30472680727641
rich_50,8,8,sim_study2_near_sub75,781,350.592544137485,21.151481960713863
rich_50,8,8,sim_study2_near_sub61,822,416.99787616375284,19.521784441825
rich_50,8,8,sim_study2_near_sub63,799,468.6154276606193,17.290717328712343
rich_50,8,8,sim_study1_near_sub29,812,367.716505236786,20.294857091099644
rich_50,8,8,sim_study1_near_sub15,802,397.9040603054078,20.06296263554444
rich_50,8,8,sim_study1_near_sub14,809,331.99608359836077,21.257624367189905
rich_50,8,8,sim_study1_near_sub28,851,322.77849941834484,21.714358758491773
rich_50,8,8,sim_study2_near_sub72,808,306.853035699242,23.800185980880634
rich_50,8,8,sim_study2_near_sub66,803,271.5893829006462,23.947618516519043
rich_50,8,8,sim_study1_near_sub10,780,357.6935742746375,20.495403279488283
rich_50,8,8,sim_study1_near_sub38,905,431.9236691393944,19.873331663509212
rich_50,8,8,sim_study1_near_sub39,858,423.81967943108464,19.41470354734144
rich_50,8,8,sim_study2_near_sub73,826,326.3428007253352,22.45745841357857
rich_50,8,8,sim_study2_near_sub65,774,396.739569135289,19.64789847402523
rich_50,8,8,sim_study2_near_sub71,866,443.4865876282263,18.324009985973436
rich_50,8,8,sim_study2_near_sub59,802,433.80143218268927,17.574824046188343
rich_50,8,8,sim_study2_near_sub58,849,384.9230741734027,20.078118659369643
rich_50,8,8,sim_study2_near_sub70,803,361.5870597853691,21.11444533700123
rich_50,8,8,sim_study2_near_sub64,768,345.34039115306985,19.664686642245698
